pending_id,status,post_id,title,url,change_type,summary
1772,pending,4757,Aviso de Prácticas de Privacidad de HIPAA,https://erofwhiterock.com/es/aviso-de-practicas-de-privacidad-de-hipaa/,post_content_update,WR-10: restore garbled characters and repair policy/contact links
1773,pending,4655,Billing Disclosures & Patient Financial Rights,https://erofwhiterock.com/billing-disclosures/,post_content_update,WR-10: restore garbled characters and repair policy/contact links
1774,pending,4652,Medical Disclaimer,https://erofwhiterock.com/medical-disclaimer/,post_content_update,WR-10: restore garbled characters and repair policy/contact links
1775,pending,4650,Terms and Conditions of Use,https://erofwhiterock.com/terms-and-conditions/,post_content_update,WR-10: restore garbled characters and repair policy/contact links
1776,pending,4647,Privacy Policy,https://erofwhiterock.com/privacy-policy/,post_content_update,WR-10: restore garbled characters and repair policy/contact links
1777,pending,4643,HIPAA Notice of Privacy Practices,https://erofwhiterock.com/notice-of-privacy-practices/,post_content_update,WR-10: restore garbled characters and repair policy/contact links
1778,pending,5510,Cookie Policy,https://erofwhiterock.com/cookie-policy/,meta_update,"WR-11: attribute this page to ER of White Rock, not adminsumit"
1779,pending,5511,Política de Cookies,https://erofwhiterock.com/es/politica-de-cookies/,meta_update,"WR-11: attribute this page to ER of White Rock, not adminsumit"
1780,pending,5496,"Sala de Emergencias Cerca de Richardson, TX",https://erofwhiterock.com/es/sala-de-emergencias-cerca-de-richardson/,meta_update,"WR-11: attribute this page to ER of White Rock, not adminsumit"
1781,pending,5495,"Emergency Room Near Richardson, TX",https://erofwhiterock.com/emergency-room-richardson-tx/,meta_update,"WR-11: attribute this page to ER of White Rock, not adminsumit"
1782,pending,5470,"Sala de Emergencias Cerca de Forest Hills, Dallas, TX",https://erofwhiterock.com/es/sala-de-emergencias-cerca-de-forest-hills/,meta_update,"WR-11: attribute this page to ER of White Rock, not adminsumit"
1783,pending,5471,"Sala de Emergencias Cerca de Mesquite, TX",https://erofwhiterock.com/es/sala-de-emergencias-cerca-de-mesquite/,meta_update,"WR-11: attribute this page to ER of White Rock, not adminsumit"
1784,pending,5469,"Sala de Emergencias Cerca de Casa View, Dallas, TX",https://erofwhiterock.com/es/sala-de-emergencias-cerca-de-casa-view/,meta_update,"WR-11: attribute this page to ER of White Rock, not adminsumit"
1785,pending,5468,"Sala de Emergencias Cerca de Casa Linda, Dallas, TX",https://erofwhiterock.com/es/sala-de-emergencias-cerca-de-casa-linda/,meta_update,"WR-11: attribute this page to ER of White Rock, not adminsumit"
1786,pending,5466,"Emergency Room Near Mesquite, TX",https://erofwhiterock.com/emergency-room-mesquite-tx/,meta_update,"WR-11: attribute this page to ER of White Rock, not adminsumit"
1787,pending,5463,"Emergency Room Near Forest Hills, Dallas, TX",https://erofwhiterock.com/emergency-room-forest-hills-tx/,meta_update,"WR-11: attribute this page to ER of White Rock, not adminsumit"
1788,pending,5462,"Emergency Room Near Casa View, Dallas, TX",https://erofwhiterock.com/emergency-room-casa-view-tx/,meta_update,"WR-11: attribute this page to ER of White Rock, not adminsumit"
1789,pending,5460,"Emergency Room Near Casa Linda, Dallas, TX",https://erofwhiterock.com/emergency-room-casa-linda-tx/,meta_update,"WR-11: attribute this page to ER of White Rock, not adminsumit"
1790,pending,5407,Letter of Protection,https://erofwhiterock.com/letter-of-protection/,meta_update,"WR-11: attribute this page to ER of White Rock, not adminsumit"
1791,pending,5394,"Tratamiento de Lesión Cerebral Traumática (LCT) en White Rock, TX",https://erofwhiterock.com/es/lesion-cerebral-traumatica-white-rock/,meta_update,"WR-11: attribute this page to ER of White Rock, not adminsumit"
1792,pending,5391,Editorial and Medical Review Policy,https://erofwhiterock.com/editorial-policy/,meta_update,"WR-11: attribute this page to ER of White Rock, not adminsumit"
1793,pending,5390,"Traumatic Brain Injury (TBI) Treatment in White Rock, TX",https://erofwhiterock.com/services/tbi-treatment/,meta_update,"WR-11: attribute this page to ER of White Rock, not adminsumit"
1794,pending,5378,"Tratamiento de Conmoción Cerebral en White Rock, TX",https://erofwhiterock.com/es/tratamiento-conmocion-cerebral-white-rock/,meta_update,"WR-11: attribute this page to ER of White Rock, not adminsumit"
1795,pending,5375,"Concussion Treatment in White Rock, TX",https://erofwhiterock.com/services/concussion-treatment/,meta_update,"WR-11: attribute this page to ER of White Rock, not adminsumit"
1796,pending,5370,"Tratamiento de Emergencia para el Dolor Abdominal en White Rock, TX",https://erofwhiterock.com/es/tratamiento-dolor-abdominal-white-rock/,meta_update,"WR-11: attribute this page to ER of White Rock, not adminsumit"
1797,pending,5366,"Tratamiento de Emergencia para Lesiones en la Cabeza en White Rock, TX",https://erofwhiterock.com/es/tratamiento-lesiones-cabeza-white-rock/,meta_update,"WR-11: attribute this page to ER of White Rock, not adminsumit"
1798,pending,5360,"Emergency Head Injury Treatment in White Rock, TX",https://erofwhiterock.com/services/emergency-head-injury/,meta_update,"WR-11: attribute this page to ER of White Rock, not adminsumit"
1799,pending,5342,"Emergency Abdominal Pain Treatment in White Rock, TX",https://erofwhiterock.com/services/abdominal-pain-treatment-in-white-rock/,meta_update,"WR-11: attribute this page to ER of White Rock, not adminsumit"
1800,pending,5092,World Cup 2026 in Dallas: Why ER Visits Spike During Major Tournaments and How to Watch Safely,https://erofwhiterock.com/world-cup-2026-dallas-er-cardiac-risk/,post_content_update,WR-09: correct outdated and unsupported World Cup medical claims
1801,pending,5092,World Cup 2026 in Dallas: Why ER Visits Spike During Major Tournaments and How to Watch Safely,https://erofwhiterock.com/world-cup-2026-dallas-er-cardiac-risk/,meta_update,WR-09: align the World Cup post_title with the corrected evidence
1802,pending,5092,World Cup 2026 in Dallas: Why ER Visits Spike During Major Tournaments and How to Watch Safely,https://erofwhiterock.com/world-cup-2026-dallas-er-cardiac-risk/,meta_update,WR-09: align the World Cup post_excerpt with the corrected evidence
1803,pending,5092,World Cup 2026 in Dallas: Why ER Visits Spike During Major Tournaments and How to Watch Safely,https://erofwhiterock.com/world-cup-2026-dallas-er-cardiac-risk/,postmeta_update,WR-09: correct World Cup SEO title
1804,pending,5092,World Cup 2026 in Dallas: Why ER Visits Spike During Major Tournaments and How to Watch Safely,https://erofwhiterock.com/world-cup-2026-dallas-er-cardiac-risk/,postmeta_update,WR-09: correct World Cup SEO description
1805,pending,5122,Copa Mundial 2026 en Dallas: Por Qué las Visitas a la ER se Disparan Durante los Grandes Torneos y Cómo Mirar con Seguridad,https://erofwhiterock.com/es/copa-mundial-2026-dallas-er-cardiaco/,post_content_update,WR-09: correct outdated and unsupported World Cup medical claims
1806,pending,5122,Copa Mundial 2026 en Dallas: Por Qué las Visitas a la ER se Disparan Durante los Grandes Torneos y Cómo Mirar con Seguridad,https://erofwhiterock.com/es/copa-mundial-2026-dallas-er-cardiaco/,meta_update,WR-09: align the World Cup post_title with the corrected evidence
1807,pending,5122,Copa Mundial 2026 en Dallas: Por Qué las Visitas a la ER se Disparan Durante los Grandes Torneos y Cómo Mirar con Seguridad,https://erofwhiterock.com/es/copa-mundial-2026-dallas-er-cardiaco/,meta_update,WR-09: align the World Cup post_excerpt with the corrected evidence
1808,pending,5122,Copa Mundial 2026 en Dallas: Por Qué las Visitas a la ER se Disparan Durante los Grandes Torneos y Cómo Mirar con Seguridad,https://erofwhiterock.com/es/copa-mundial-2026-dallas-er-cardiaco/,postmeta_update,WR-09: correct World Cup SEO title
1809,pending,5122,Copa Mundial 2026 en Dallas: Por Qué las Visitas a la ER se Disparan Durante los Grandes Torneos y Cómo Mirar con Seguridad,https://erofwhiterock.com/es/copa-mundial-2026-dallas-er-cardiaco/,postmeta_update,WR-09: correct World Cup SEO description
1810,pending,2931,Blog,https://erofwhiterock.com/blog/,postmeta_update,WR-07: clear the incorrect blog canonical override
1811,pending,4771,Elementor Single Post #4667 (ES),https://erofwhiterock.com/es/?elementor_library=elementor-single-post-4667-es,elementor_section_content_replace,"Section content replace: section (whole page), 3 widget(s)"
1812,pending,4667,Elementor Single Post #4667,https://erofwhiterock.com/?elementor_library=elementor-single-post-4667,elementor_section_content_replace,"Section content replace: section (whole page), 2 widget(s)"
