id,type,lang,title,url,verdict,coverage_state,last_crawl_time,page_fetch_state,user_canonical,google_canonical,source
5463,page,en,"Emergency Room Near Forest Hills, Dallas, TX",https://erofwhiterock.com/emergency-room-forest-hills-tx/,PASS,Submitted and indexed,2026-09-06T03:52:18Z,SUCCESSFUL,https://erofwhiterock.com/emergency-room-forest-hills-tx/,https://erofwhiterock.com/emergency-room-forest-hills-tx/,indexing-all.json
5462,page,en,"Emergency Room Near Casa View, Dallas, TX",https://erofwhiterock.com/emergency-room-casa-view-tx/,PASS,Submitted and indexed,2026-09-06T03:52:18Z,SUCCESSFUL,https://erofwhiterock.com/emergency-room-casa-view-tx/,https://erofwhiterock.com/emergency-room-casa-view-tx/,indexing-all.json
5460,page,en,"Emergency Room Near Casa Linda, Dallas, TX",https://erofwhiterock.com/emergency-room-casa-linda-tx/,PASS,Submitted and indexed,2026-09-06T03:52:18Z,SUCCESSFUL,https://erofwhiterock.com/emergency-room-casa-linda-tx/,https://erofwhiterock.com/emergency-room-casa-linda-tx/,indexing-all.json
5437,post,en,How Long Does an ER Visit Take? A Step by Step Look at the Timeline,https://erofwhiterock.com/how-long-does-an-er-visit-take/,PASS,Submitted and indexed,2026-09-05T22:17:14Z,SUCCESSFUL,https://erofwhiterock.com/how-long-does-an-er-visit-take/,https://erofwhiterock.com/how-long-does-an-er-visit-take/,indexing-all.json
5438,post,es,¿Cuánto Dura una Visita a la Sala de Emergencias? El Recorrido Paso a Paso,https://erofwhiterock.com/es/cuanto-dura-una-visita-a-emergencias/,PASS,Submitted and indexed,2026-07-22T22:03:21Z,SUCCESSFUL,https://erofwhiterock.com/es/cuanto-dura-una-visita-a-emergencias/,https://erofwhiterock.com/es/cuanto-dura-una-visita-a-emergencias/,indexing-all.json
5424,post,es,¿Se Golpeó la Cabeza? Cuándo Ir a la Sala de Emergencias y Cuándo Observar en Casa,https://erofwhiterock.com/es/cuando-ir-a-emergencias-golpe-en-la-cabeza/,PASS,Submitted and indexed,2026-09-05T08:06:46Z,SUCCESSFUL,https://erofwhiterock.com/es/cuando-ir-a-emergencias-golpe-en-la-cabeza/,https://erofwhiterock.com/es/cuando-ir-a-emergencias-golpe-en-la-cabeza/,indexing-all.json
5419,post,en,Hit Your Head? When to Go to the ER and When to Watch at Home,https://erofwhiterock.com/when-to-go-to-er-after-hitting-head/,PASS,Submitted and indexed,2026-09-05T13:58:56Z,SUCCESSFUL,https://erofwhiterock.com/when-to-go-to-er-after-hitting-head/,https://erofwhiterock.com/when-to-go-to-er-after-hitting-head/,indexing-all.json
5407,page,en,Letter of Protection,https://erofwhiterock.com/letter-of-protection/,PASS,Submitted and indexed,2026-08-22T21:18:09Z,SUCCESSFUL,https://erofwhiterock.com/letter-of-protection/,https://erofwhiterock.com/letter-of-protection/,indexing-all.json
5394,page,es,"Tratamiento de Lesión Cerebral Traumática (LCT) en White Rock, TX",https://erofwhiterock.com/es/lesion-cerebral-traumatica-white-rock/,NEUTRAL,Crawled - currently not indexed,2026-07-23T11:41:02Z,SUCCESSFUL,https://erofwhiterock.com/es/lesion-cerebral-traumatica-white-rock/,https://erofwhiterock.com/es/lesion-cerebral-traumatica-white-rock/,indexing-all.json
5391,page,en,Editorial and Medical Review Policy,https://erofwhiterock.com/editorial-policy/,PASS,Submitted and indexed,2026-09-06T03:52:19Z,SUCCESSFUL,https://erofwhiterock.com/editorial-policy/,https://erofwhiterock.com/editorial-policy/,indexing-all.json
5390,page,en,"Traumatic Brain Injury (TBI) Treatment in White Rock, TX",https://erofwhiterock.com/services/tbi-treatment/,NEUTRAL,Discovered - currently not indexed,,PAGE_FETCH_STATE_UNSPECIFIED,,,indexing-all.json
5378,page,es,"Tratamiento de Conmoción Cerebral en White Rock, TX",https://erofwhiterock.com/es/tratamiento-conmocion-cerebral-white-rock/,PASS,Submitted and indexed,2026-07-26T23:59:24Z,SUCCESSFUL,https://erofwhiterock.com/es/tratamiento-conmocion-cerebral-white-rock/,https://erofwhiterock.com/es/tratamiento-conmocion-cerebral-white-rock/,indexing-all.json
5375,page,en,"Concussion Treatment in White Rock, TX",https://erofwhiterock.com/services/concussion-treatment/,PASS,Submitted and indexed,2026-09-03T16:04:04Z,SUCCESSFUL,https://erofwhiterock.com/services/concussion-treatment/,https://erofwhiterock.com/services/concussion-treatment/,indexing-all.json
5370,page,es,"Tratamiento de Emergencia para el Dolor Abdominal en White Rock, TX",https://erofwhiterock.com/es/tratamiento-dolor-abdominal-white-rock/,PASS,Submitted and indexed,2026-08-18T04:41:01Z,SUCCESSFUL,https://erofwhiterock.com/es/tratamiento-dolor-abdominal-white-rock/,https://erofwhiterock.com/es/tratamiento-dolor-abdominal-white-rock/,indexing-all.json
5366,page,es,"Tratamiento de Emergencia para Lesiones en la Cabeza en White Rock, TX",https://erofwhiterock.com/es/tratamiento-lesiones-cabeza-white-rock/,PASS,Submitted and indexed,2026-08-28T10:19:14Z,SUCCESSFUL,https://erofwhiterock.com/es/tratamiento-lesiones-cabeza-white-rock/,https://erofwhiterock.com/es/tratamiento-lesiones-cabeza-white-rock/,index-retry.json
5360,page,en,"Emergency Head Injury Treatment in White Rock, TX",https://erofwhiterock.com/services/emergency-head-injury/,PASS,Submitted and indexed,2026-08-01T17:33:51Z,SUCCESSFUL,https://erofwhiterock.com/services/emergency-head-injury/,https://erofwhiterock.com/services/emergency-head-injury/,indexing-all.json
5342,page,en,"Emergency Abdominal Pain Treatment in White Rock, TX",https://erofwhiterock.com/services/abdominal-pain-treatment-in-white-rock/,NEUTRAL,Discovered - currently not indexed,,PAGE_FETCH_STATE_UNSPECIFIED,,,indexing-all.json
5136,post,es,"Emergencias por Enfermedades Infecciosas y Transmitidas por Vectores cerca de White Rock: Cuándo Picaduras, Insectos e Infecciones Graves Requieren la Sala de Emergencias",https://erofwhiterock.com/es/emergencias-infecciosas-vector-cerca-de-white-rock-lake/,PASS,Submitted and indexed,2026-07-27T00:53:56Z,SUCCESSFUL,https://erofwhiterock.com/es/emergencias-infecciosas-vector-cerca-de-white-rock-lake/,https://erofwhiterock.com/es/emergencias-infecciosas-vector-cerca-de-white-rock-lake/,indexing-all.json
5134,post,en,"Infectious Disease and Vector-Borne Emergencies Near White Rock: When Bites, Bugs, and Severe Infections Need the ER",https://erofwhiterock.com/infectious-disease-vector-borne-emergencies-near-white-rock-lake/,PASS,Submitted and indexed,2026-09-05T08:12:56Z,SUCCESSFUL,https://erofwhiterock.com/infectious-disease-vector-borne-emergencies-near-white-rock-lake/,https://erofwhiterock.com/infectious-disease-vector-borne-emergencies-near-white-rock-lake/,indexing-all.json
5124,post,es,"Picaduras de Garrapata, Virus del Nilo Occidental y Otras Emergencias Transmitidas por Vectores cerca de White Rock Lake: Cuándo Llegar a la ER",https://erofwhiterock.com/es/picaduras-garrapata-virus-nilo-occidental-white-rock-lake/,PASS,Submitted and indexed,2026-08-24T05:54:40Z,SUCCESSFUL,https://erofwhiterock.com/es/picaduras-garrapata-virus-nilo-occidental-white-rock-lake/,https://erofwhiterock.com/es/picaduras-garrapata-virus-nilo-occidental-white-rock-lake/,indexing-all.json
5123,post,es,Ahogamiento y Casi Ahogamiento cerca de White Rock Lake: Lo Que los Padres No Ven y Cuándo Llegar a la ER,https://erofwhiterock.com/es/ahogamiento-casi-ahogamiento-white-rock-lake/,PASS,Submitted and indexed,2026-08-08T01:46:06Z,SUCCESSFUL,https://erofwhiterock.com/es/ahogamiento-casi-ahogamiento-white-rock-lake/,https://erofwhiterock.com/es/ahogamiento-casi-ahogamiento-white-rock-lake/,indexing-all.json
5122,post,es,Copa Mundial 2026 en Dallas: Por Qué las Visitas a la ER se Disparan Durante los Grandes Torneos y Cómo Mirar con Seguridad,https://erofwhiterock.com/es/copa-mundial-2026-dallas-er-cardiaco/,PASS,Submitted and indexed,2026-07-11T23:03:09Z,SUCCESSFUL,https://erofwhiterock.com/es/copa-mundial-2026-dallas-er-cardiaco/,https://erofwhiterock.com/es/copa-mundial-2026-dallas-er-cardiaco/,indexing-all.json
5121,post,es,Golpe de Calor vs Agotamiento por Calor: Guía de Triaje ER en Texas para el Verano cerca de White Rock Lake,https://erofwhiterock.com/es/golpe-de-calor-vs-agotamiento-por-calor-texas/,PASS,Submitted and indexed,2026-07-04T05:15:16Z,SUCCESSFUL,https://erofwhiterock.com/es/golpe-de-calor-vs-agotamiento-por-calor-texas/,https://erofwhiterock.com/es/golpe-de-calor-vs-agotamiento-por-calor-texas/,indexing-all.json
5091,post,en,Heat Stroke vs Heat Exhaustion: A Texas ER Triage Guide for Summer Near White Rock Lake,https://erofwhiterock.com/heat-stroke-vs-heat-exhaustion-texas-er/,PASS,Submitted and indexed,2026-09-09T06:09:25Z,SUCCESSFUL,https://erofwhiterock.com/heat-stroke-vs-heat-exhaustion-texas-er/,https://erofwhiterock.com/heat-stroke-vs-heat-exhaustion-texas-er/,indexing-all.json
5093,post,en,Drowning and Near-Drowning Near White Rock Lake: What Parents Miss and When to Reach the ER,https://erofwhiterock.com/drowning-near-drowning-white-rock-lake/,PASS,Submitted and indexed,2026-08-21T18:30:42Z,SUCCESSFUL,https://erofwhiterock.com/drowning-near-drowning-white-rock-lake/,https://erofwhiterock.com/drowning-near-drowning-white-rock-lake/,indexing-all.json
5092,post,en,World Cup 2026 in Dallas: Why ER Visits Spike During Major Tournaments and How to Watch Safely,https://erofwhiterock.com/world-cup-2026-dallas-er-cardiac-risk/,PASS,Submitted and indexed,2026-08-25T04:36:12Z,SUCCESSFUL,https://erofwhiterock.com/world-cup-2026-dallas-er-cardiac-risk/,https://erofwhiterock.com/world-cup-2026-dallas-er-cardiac-risk/,indexing-all.json
5094,post,en,"Tick Bites, West Nile, and Other Vector-Borne Emergencies Near White Rock Lake: When to Reach the ER",https://erofwhiterock.com/tick-bites-west-nile-er-white-rock-lake/,PASS,Submitted and indexed,2026-08-15T12:53:15Z,SUCCESSFUL,https://erofwhiterock.com/tick-bites-west-nile-er-white-rock-lake/,https://erofwhiterock.com/tick-bites-west-nile-er-white-rock-lake/,indexing-all.json
5069,post,es,Intoxicación Alimentaria vs Gastroenteritis Viral: Cómo Distinguirlas y Cuándo Buscar Atención de Emergencia,https://erofwhiterock.com/es/intoxicacion-alimentaria-vs-gastroenteritis-cerca-de-white-rock/,PASS,Submitted and indexed,2026-07-26T02:07:15Z,SUCCESSFUL,https://erofwhiterock.com/es/intoxicacion-alimentaria-vs-gastroenteritis-cerca-de-white-rock/,https://erofwhiterock.com/es/intoxicacion-alimentaria-vs-gastroenteritis-cerca-de-white-rock/,indexing-all.json
5067,post,es,Guía Completa para Padres sobre Emergencias Pediátricas cerca de White Rock: Cuándo Llevar a Su Hijo a la Sala de Emergencias,https://erofwhiterock.com/es/guia-padres-emergencias-pediatricas-cerca-de-white-rock/,PASS,Submitted and indexed,2026-08-08T12:25:52Z,SUCCESSFUL,https://erofwhiterock.com/es/guia-padres-emergencias-pediatricas-cerca-de-white-rock/,https://erofwhiterock.com/es/guia-padres-emergencias-pediatricas-cerca-de-white-rock/,indexing-all.json
5063,post,es,"Dolor de Estómago y Emergencias Digestivas cerca de White Rock: Apendicitis, Intoxicación Alimentaria y Dolor Abdominal Severo",https://erofwhiterock.com/es/dolor-de-estomago-emergencias-digestivas-cerca-de-white-rock-lake/,PASS,Submitted and indexed,2026-09-03T17:24:46Z,SUCCESSFUL,https://erofwhiterock.com/es/dolor-de-estomago-emergencias-digestivas-cerca-de-white-rock-lake/,https://erofwhiterock.com/es/dolor-de-estomago-emergencias-digestivas-cerca-de-white-rock-lake/,indexing-all.json
5061,post,en,"Stomach Pain and Digestive Emergencies Near White Rock: Appendicitis, Food Poisoning, and Severe Abdominal Pain Care",https://erofwhiterock.com/stomach-pain-digestive-emergencies-near-white-rock-lake/,PASS,Submitted and indexed,2026-07-26T02:22:45Z,SUCCESSFUL,https://erofwhiterock.com/stomach-pain-digestive-emergencies-near-white-rock-lake/,https://erofwhiterock.com/stomach-pain-digestive-emergencies-near-white-rock-lake/,indexing-all.json
5058,post,es,"Emergencias de Huesos, Articulaciones y Trauma cerca de White Rock: Fracturas, Lesiones de Cabeza y Cuidado de Lesiones Oculares",https://erofwhiterock.com/es/emergencias-huesos-articulaciones-trauma-cerca-de-white-rock-lake/,PASS,Submitted and indexed,2026-07-08T08:17:28Z,SUCCESSFUL,https://erofwhiterock.com/es/emergencias-huesos-articulaciones-trauma-cerca-de-white-rock-lake/,https://erofwhiterock.com/es/emergencias-huesos-articulaciones-trauma-cerca-de-white-rock-lake/,indexing-all.json
5054,post,en,"Bone, Joint, and Trauma Emergencies Near White Rock: Fractures, Head Injuries, and Eye Injury Care",https://erofwhiterock.com/bone-joint-trauma-emergencies-near-white-rock-lake/,PASS,Submitted and indexed,2026-07-08T09:06:39Z,SUCCESSFUL,https://erofwhiterock.com/bone-joint-trauma-emergencies-near-white-rock-lake/,https://erofwhiterock.com/bone-joint-trauma-emergencies-near-white-rock-lake/,indexing-all.json
5055,post,en,Sprain or Fracture? How to Tell and When to Visit Our ER Near White Rock,https://erofwhiterock.com/sprain-or-fracture-when-to-visit-er-white-rock/,NEUTRAL,Crawled - currently not indexed,2026-06-29T10:53:59Z,SUCCESSFUL,https://erofwhiterock.com/sprain-or-fracture-when-to-visit-er-white-rock/,https://erofwhiterock.com/sprain-or-fracture-when-to-visit-er-white-rock/,indexing-all.json
5039,post,en,Time Is Brain: Recognizing Stroke Symptoms with the F.A.S.T. Method,https://erofwhiterock.com/time-is-brain-fast-stroke-recognition-dallas/,PASS,Submitted and indexed,2026-08-17T13:08:07Z,SUCCESSFUL,https://erofwhiterock.com/time-is-brain-fast-stroke-recognition-dallas/,https://erofwhiterock.com/time-is-brain-fast-stroke-recognition-dallas/,indexing-all.json
5040,post,en,The Silent Threat: How to Recognize the Warning Signs of a Blood Clot,https://erofwhiterock.com/blood-clot-warning-signs-dvt-pe-dallas/,PASS,Submitted and indexed,2026-06-26T21:37:56Z,SUCCESSFUL,https://erofwhiterock.com/blood-clot-warning-signs-dvt-pe-dallas/,https://erofwhiterock.com/blood-clot-warning-signs-dvt-pe-dallas/,indexing-all.json
5041,post,es,"Emergencias Cardiovasculares cerca de White Rock: Ataque al Corazón, Derrame Cerebral y Coágulos de Sangre",https://erofwhiterock.com/es/emergencias-cardiovasculares-cerca-de-white-rock-lake/,PASS,Submitted and indexed,2026-08-16T02:55:15Z,SUCCESSFUL,https://erofwhiterock.com/es/emergencias-cardiovasculares-cerca-de-white-rock-lake/,https://erofwhiterock.com/es/emergencias-cardiovasculares-cerca-de-white-rock-lake/,indexing-all.json
5032,post,en,"Cardiovascular Emergencies Near White Rock: Heart Attack, Stroke, and Blood Clot Recognition Guide",https://erofwhiterock.com/cardiovascular-emergencies-near-white-rock-lake/,PASS,Submitted and indexed,2026-06-25T04:16:28Z,SUCCESSFUL,https://erofwhiterock.com/cardiovascular-emergencies-near-white-rock-lake/,https://erofwhiterock.com/cardiovascular-emergencies-near-white-rock-lake/,indexing-all.json
5009,post,es,Sala de Emergencias Independiente vs Hospital cerca de White Rock Lake: Cómo Elegir la Sala Adecuada,https://erofwhiterock.com/es/sala-de-emergencias-independiente-vs-hospital-er-white-rock-lake/,PASS,Submitted and indexed,2026-07-23T23:12:54Z,SUCCESSFUL,https://erofwhiterock.com/es/sala-de-emergencias-independiente-vs-hospital-er-white-rock-lake/,https://erofwhiterock.com/es/sala-de-emergencias-independiente-vs-hospital-er-white-rock-lake/,indexing-all.json
5010,post,es,¿Esa Erupción es Peligrosa? Señales de Alerta para Acudir a Urgencias,https://erofwhiterock.com/es/cuando-una-erupcion-cutanea-es-una-emergencia/,PASS,Submitted and indexed,2026-09-06T14:50:50Z,SUCCESSFUL,https://erofwhiterock.com/es/cuando-una-erupcion-cutanea-es-una-emergencia/,https://erofwhiterock.com/es/cuando-una-erupcion-cutanea-es-una-emergencia/,indexing-all.json
5011,post,es,Pruebas de Laboratorio de Emergencia en Sitio: Por Qué los Diagnósticos Sin Espera Salvan Vidas,https://erofwhiterock.com/es/laboratorio-de-emergencia-diagnostico-sin-espera-white-rock/,PASS,Submitted and indexed,2026-07-05T07:29:40Z,SUCCESSFUL,https://erofwhiterock.com/es/laboratorio-de-emergencia-diagnostico-sin-espera-white-rock/,https://erofwhiterock.com/es/laboratorio-de-emergencia-diagnostico-sin-espera-white-rock/,indexing-all.json
5012,post,en,A Simple Cold or Something Worse? When a Sore Throat Needs the ER,https://erofwhiterock.com/sore-throat-emergency-room-strep-warning-signs/,PASS,Submitted and indexed,2026-09-03T18:23:26Z,SUCCESSFUL,https://erofwhiterock.com/sore-throat-emergency-room-strep-warning-signs/,https://erofwhiterock.com/sore-throat-emergency-room-strep-warning-signs/,indexing-all.json
4986,post,en,Freestanding ER vs Hospital ER Near White Rock Lake: How to Choose the Right Emergency Room,https://erofwhiterock.com/freestanding-er-vs-hospital-er-near-white-rock-lake/,PASS,Submitted and indexed,2026-06-27T23:06:22Z,SUCCESSFUL,https://erofwhiterock.com/freestanding-er-vs-hospital-er-near-white-rock-lake/,https://erofwhiterock.com/freestanding-er-vs-hospital-er-near-white-rock-lake/,indexing-all.json
4762,page,es,Declaración de Accesibilidad,https://erofwhiterock.com/es/declaracion-de-accesibilidad/,PASS,Submitted and indexed,2026-09-01T01:11:40Z,SUCCESSFUL,https://erofwhiterock.com/es/declaracion-de-accesibilidad/,https://erofwhiterock.com/es/declaracion-de-accesibilidad/,indexing-all.json
4761,page,es,Divulgaciones de Facturación y Derechos Financieros del Paciente,https://erofwhiterock.com/es/divulgaciones-de-facturacion-y-derechos-financieros-del-paciente/,PASS,Submitted and indexed,2026-07-26T15:55:55Z,SUCCESSFUL,https://erofwhiterock.com/es/divulgaciones-de-facturacion-y-derechos-financieros-del-paciente/,https://erofwhiterock.com/es/divulgaciones-de-facturacion-y-derechos-financieros-del-paciente/,indexing-all.json
4760,page,es,Aviso Legal Médico,https://erofwhiterock.com/es/aviso-legal-medico/,PASS,Submitted and indexed,2026-08-18T17:42:22Z,SUCCESSFUL,https://erofwhiterock.com/es/aviso-legal-medico/,https://erofwhiterock.com/es/aviso-legal-medico/,indexing-all.json
4759,page,es,Términos y Condiciones de Uso,https://erofwhiterock.com/es/terminos-y-condiciones-de-uso/,PASS,Submitted and indexed,2026-08-31T06:04:24Z,SUCCESSFUL,https://erofwhiterock.com/es/terminos-y-condiciones-de-uso/,https://erofwhiterock.com/es/terminos-y-condiciones-de-uso/,indexing-all.json
4758,page,es,Política de Privacidad,https://erofwhiterock.com/es/politica-de-privacidad/,PASS,Submitted and indexed,2026-09-04T17:34:04Z,SUCCESSFUL,https://erofwhiterock.com/es/politica-de-privacidad/,https://erofwhiterock.com/es/politica-de-privacidad/,indexing-all.json
4757,page,es,Aviso de Prácticas de Privacidad de HIPAA,https://erofwhiterock.com/es/aviso-de-practicas-de-privacidad-de-hipaa/,PASS,Submitted and indexed,2026-06-26T22:44:11Z,SUCCESSFUL,https://erofwhiterock.com/es/aviso-de-practicas-de-privacidad-de-hipaa/,https://erofwhiterock.com/es/aviso-de-practicas-de-privacidad-de-hipaa/,indexing-all.json
4755,page,es,"Sala de Emergencias Cerca de Garland, TX",https://erofwhiterock.com/es/sala-de-emergencias-cerca-de-garland/,PASS,Submitted and indexed,2026-08-20T16:17:05Z,SUCCESSFUL,https://erofwhiterock.com/es/sala-de-emergencias-cerca-de-garland/,https://erofwhiterock.com/es/sala-de-emergencias-cerca-de-garland/,indexing-all.json
4753,page,es,"Sala de Emergencias Local en Lake Highlands, TX",https://erofwhiterock.com/es/sala-de-emergencias-lake-highlands/,PASS,Submitted and indexed,2026-09-06T21:38:20Z,SUCCESSFUL,https://erofwhiterock.com/es/sala-de-emergencias-lake-highlands/,https://erofwhiterock.com/es/sala-de-emergencias-lake-highlands/,indexing-all.json
4751,page,es,"Servicios de Emergencia en Dallas, TX | Atención ER 24/7 | ER of White Rock",https://erofwhiterock.com/es/servicios-de-emergencia-er-of-white-rock/,PASS,Submitted and indexed,2026-07-11T14:24:42Z,SUCCESSFUL,https://erofwhiterock.com/es/servicios-de-emergencia-er-of-white-rock/,https://erofwhiterock.com/es/servicios-de-emergencia-er-of-white-rock/,indexing-all.json
4749,page,es,"Sala de Emergencias Cerca de Lakewood, TX",https://erofwhiterock.com/es/sala-de-emergencias-cerca-de-lakewood/,PASS,Submitted and indexed,2026-08-03T01:06:30Z,SUCCESSFUL,https://erofwhiterock.com/es/sala-de-emergencias-cerca-de-lakewood/,https://erofwhiterock.com/es/sala-de-emergencias-cerca-de-lakewood/,indexing-all.json
4747,page,es,"Pruebas de Laboratorio de Emergencia y Rápidas en White Rock, TX",https://erofwhiterock.com/es/pruebas-de-laboratorio-de-emergencia-y-rapidas-en-white-rock-tx/,PASS,Submitted and indexed,2026-09-06T17:25:24Z,SUCCESSFUL,https://erofwhiterock.com/es/pruebas-de-laboratorio-de-emergencia-y-rapidas-en-white-rock-tx/,https://erofwhiterock.com/es/pruebas-de-laboratorio-de-emergencia-y-rapidas-en-white-rock-tx/,indexing-all.json
4745,page,es,"Servicios de Imágenes Diagnósticas en Dallas, TX | MRI, CT Scan, Ultrasonido",https://erofwhiterock.com/es/servicios-de-imagenes-diagnosticas-en-dallas-tx-mri-ct-scan-ultrasonido/,PASS,Submitted and indexed,2026-08-22T02:38:21Z,SUCCESSFUL,https://erofwhiterock.com/es/servicios-de-imagenes-diagnosticas-en-dallas-tx-mri-ct-scan-ultrasonido/,https://erofwhiterock.com/es/servicios-de-imagenes-diagnosticas-en-dallas-tx-mri-ct-scan-ultrasonido/,indexing-all.json
228,page,en,Home Page – ER of White Rock,https://erofwhiterock.com/,PASS,Submitted and indexed,2026-09-09T08:37:13Z,SUCCESSFUL,https://erofwhiterock.com/,https://erofwhiterock.com/,broad.json
4741,page,es,"Tratamiento del Dolor de Pecho en Dallas, TX | ER of White Rock",https://erofwhiterock.com/es/tratamiento-del-dolor-de-pecho-en-dallas-tx-er-of-white-rock/,PASS,Submitted and indexed,2026-09-02T08:12:14Z,SUCCESSFUL,https://erofwhiterock.com/es/tratamiento-del-dolor-de-pecho-en-dallas-tx-er-of-white-rock/,https://erofwhiterock.com/es/tratamiento-del-dolor-de-pecho-en-dallas-tx-er-of-white-rock/,indexing-all.json
4739,page,es,"Atención Experta para Derrame Cerebral en White Rock, Texas | ER of White Rock",https://erofwhiterock.com/es/atencion-experta-para-derrame-cerebral-en-white-rock-texas-er-of-white-rock/,PASS,Submitted and indexed,2026-06-21T11:49:17Z,SUCCESSFUL,https://erofwhiterock.com/es/atencion-experta-para-derrame-cerebral-en-white-rock-texas-er-of-white-rock/,https://erofwhiterock.com/es/atencion-experta-para-derrame-cerebral-en-white-rock-texas-er-of-white-rock/,indexing-all.json
4737,page,es,"Atención Pediátrica Experta en Dallas, TX | ER of White Rock",https://erofwhiterock.com/es/atencion-pediatrica-experta-en-dallas-tx-er-of-white-rock/,PASS,Submitted and indexed,2026-07-29T07:01:13Z,SUCCESSFUL,https://erofwhiterock.com/es/atencion-pediatrica-experta-en-dallas-tx-er-of-white-rock/,https://erofwhiterock.com/es/atencion-pediatrica-experta-en-dallas-tx-er-of-white-rock/,indexing-all.json
4729,page,es,"Atención de Emergencia para Problemas Respiratorios en Dallas, TX | ER of White Rock",https://erofwhiterock.com/es/atencion-de-emergencia-para-problemas-respiratorios-en-dallas-tx-er-of-white/,PASS,Submitted and indexed,2026-09-06T01:18:29Z,SUCCESSFUL,https://erofwhiterock.com/es/atencion-de-emergencia-para-problemas-respiratorios-en-dallas-tx-er-of-white/,https://erofwhiterock.com/es/atencion-de-emergencia-para-problemas-respiratorios-en-dallas-tx-er-of-white/,indexing-all.json
4727,page,es,"Tratamiento de Emergencia para Fracturas en Dallas, TX | ER of White Rock",https://erofwhiterock.com/es/tratamiento-de-emergencia-para-fracturas-en-dallas-tx-er-of-white-rock/,PASS,Submitted and indexed,2026-07-26T06:58:06Z,SUCCESSFUL,https://erofwhiterock.com/es/tratamiento-de-emergencia-para-fracturas-en-dallas-tx-er-of-white-rock/,https://erofwhiterock.com/es/tratamiento-de-emergencia-para-fracturas-en-dallas-tx-er-of-white-rock/,indexing-all.json
